Genes,Value1,Value2
Itih3,-2.829698278,-0.398710094
Bat4,-2.833363742,5.005144299
Rab31,-2.835428169,-3.840210606
Hipk1,-2.851629178,-2.049601131
Afm,-2.85241499,0.913104702
Centg2,-2.870865443,-0.036118582
Slc7a1,-2.879275977,4.03463282
Msx2,-2.887169507,3.296927122
Alg3,-2.892232569,4.545426978
Itgb7,-2.903544298,0.138118634
Anp32a,-2.906679551,-0.105866232
Fstl3,-2.907082625,-3.420564188
Cd28,-2.921653739,-0.111604816
Entpd6,-2.940221561,6.781885147
Ifih1,-2.949629268,-0.175588024
Rock1,-2.954620639,-0.371207646
Slc22a5,-2.956504487,0.677278506
Rcvrn,-2.96271853,1.227369582
Mmp3,-2.963729008,0.538711761
Pdk4,-2.976836212,-2.808694441
Gstm5,-2.980534998,-1.493623689
Pck1,-3.007715346,1.90952861
Ddx3x,-3.018720633,-0.42382002
Car6,-3.026053927,-0.166784133
Pdxk,-3.029692319,0.747681744
Fli1,-3.030034958,-4.633665864
Nkx2-5,-3.043431367,0.166997794
Pla2r1,-3.052584531,1.574056437
Lage3,-3.062048298,7.05747876
Top2b,-3.06304148,1.63920141
Vamp5,-3.067372752,-2.445023688
Dhx30,-3.068520682,-0.137404796
Fshr,-3.074181119,0.863243352
Spint2,-3.104140758,11.70610105
Sucla2,-3.115442596,2.117215954
Clp1,-3.123927556,0.250128086
Kpna3,-3.126200759,-0.676929206
Cops8,-3.133357199,1.455028077
Sema7a,-3.139780147,1.185608202
Cd6,-3.160165167,1.84706644
Pak3,-3.163653411,1.019534592
Jak3,-3.177193773,-1.877071074
Aldh2,-3.177344347,-5.878404247
Col14a1,-3.185319103,-0.906284974
Kcna4,-3.185365737,-0.571826703
Slc39a6,-3.204653391,10.15188588
Smtn,-3.22251255,-2.058437233
Ihpk1,-3.232810255,-1.365104979
Nadk,-3.252223113,-5.600268415
Klrd1,-3.255685636,-1.410019608
Sh2d2a,-3.261427692,-0.397497519
Qscn6,-3.276684068,0.150711352
Gle1l,-3.292860157,0.142355454
Ercc5,-3.295899608,-0.626929078
Kitl,-3.299844443,0.909087278
Siah2,-3.304448898,1.813089906
Cdkn1b,-3.306029353,1.452105936
Gsn,-3.313021091,-3.998024983
Hyou1,-3.328635255,3.464649803
Zfp37,-3.337683305,-0.214813522
Fxyd3,-3.358208889,-1.985388932
Dpm1,-3.363557493,2.218271813
Pmf1,-3.364999323,0.481489542
Sfrp1,-3.365591291,-0.886967855
Birc4,-3.365908437,0.052184645
Fkbp1b,-3.391188954,-1.016567996
Ss18,-3.396704155,0.438409639
Prop1,-3.400800805,0.430525173
Abce1,-3.403132217,2.386192757
1500011H22Rik,-3.427108179,0.955191484
Tfpi2,-3.433882044,2.798986371
Cd3d,-3.436430325,-0.289312058
Map2k6,-3.465301965,2.383738756
1110002B05Rik,-3.47437722,1.370956083
Adora2a,-3.475389952,-1.476707583
Fnbp1,-3.486749312,-3.072861082
Pdgfrb,-3.494336624,-2.471442363
Tgfb2,-3.499461096,-0.042434281
Mecp2,-3.504197751,2.929016635
Foxd2,-3.512289122,0.307582353
Has1,-3.529129446,-0.901113396
Ankrd40,-3.532778006,1.779078245
Prpsap2,-3.533248102,3.515842217
Prrx1,-3.546544534,2.719459139
Blnk,-3.551606006,2.323517285
Cyb5,-3.551926468,-2.489391465
Cenpe,-3.557829635,0.130205466
P2rx1,-3.558510976,-4.691976944
Rasa3,-3.567773237,0.024001155
Serpinb2,-3.572456713,-1.020192053
Eif1b,-3.582035559,-1.200820956
Rev3l,-3.582482876,-3.822118662
Prkaca,-3.58268995,0.841538069
Cbfb,-3.589774542,3.354506788
Nfe2l1,-3.592132547,-2.896973074
Mcph1,-3.593174993,0.40282473
Fgf9,-3.595742108,-0.68515755
Crk,-3.597074397,-2.842417163
Synj2,-3.601764974,2.712282654
Hoxa1,-3.609280216,-0.786964747
Cdkl2,-3.615992722,2.953573155
Nos2,-3.651553824,-0.370314294
Nsmaf,-3.655681968,-0.844477396
Fcer2a,-3.65884671,-1.284428895
4833439L19Rik,-3.659814624,-0.550762594
Gria2,-3.700494275,0.837413814
Omd,-3.720493941,-0.287040854
Yars,-3.721657448,1.277375053
Nid1,-3.725295294,-3.780335855
Rgl1,-3.743662956,-6.397819466
Cp,-3.757970016,10.41919645
Sp4,-3.762171735,0.908449299
Mc5r,-3.76836536,-1.100672555
Tgif2,-3.771913493,0.075448275
Itga6,-3.790539521,-1.126843459
Eya3,-3.793683809,-0.224801478
Indo,-3.797243268,-0.117418363
Lpgat1,-3.801248672,6.130169257
Syt5,-3.808959888,1.450826631
Hfe,-3.82409427,1.705435729
Ddx18,-3.824560324,1.722215972
Phex,-3.827757234,0.92531198
Cds2,-3.828627583,0.470640419
Crcp,-3.834444766,0.223654097
Wipf1,-3.835795925,0.66807287
Ocln,-3.850585248,0.063909615
Kif1c,-3.850629635,-0.401845698
Alas1,-3.87817498,-1.35540545
Acta2,-3.878756995,-4.12274762
Tfrc,-3.887878731,-3.015727263
Dguok,-3.889486888,1.435573451
Il16,-3.890363626,-1.740593076
Rpp30,-3.905725777,1.977956601
Gtf2a2,-3.911856887,0.194965582
Hgf,-3.920045332,-0.184095547
Grb2,-3.921928015,-1.946338672
Cd5,-3.922834105,-0.609736704
Rab6ip1,-3.925564662,-3.953406545
Ralgds,-3.928040662,-0.10099504
Ppp2r5a,-3.933495601,-4.351728713
Myo10,-3.94928502,0.501045348
Cd27,-3.970913764,2.518285987
Htatsf1,-3.977418047,1.56357133
Cd2,-3.980979007,0.027315675
Tie1,-3.987396197,-6.142746825
Itga1,-3.990360078,-2.798277237
Avil,-3.99127182,1.57663149
Pscd3,-3.998403057,-0.231712445
Col6a1,-4.01392165,-1.18804284
Hyal1,-4.015890368,-4.155469991
Kpna6,-4.022466594,0.575265907
Agrn,-4.02286615,3.64181426
Lama3,-4.027799188,-2.120389141
Rrm1,-4.045290811,3.055388827
Cyp1a2,-4.047051929,-0.589277164
Papss2,-4.047622192,-3.816900594
Irf2bp1,-4.055369735,0.801665702
St3gal2,-4.058253875,-0.290318217
Col3a1,-4.058959659,5.023265308
Epyc,-4.060187924,-0.104789621
Rela,-4.064785077,-1.177534028
Irf4,-4.07552876,1.110377839
C2,-4.083245951,-2.487514964
Utrn,-4.086253215,-0.124255767
Sema3f,-4.119181342,-1.70744452
Cdh3,-4.1199492,2.477064808
Mpl,-4.124072068,-0.201522801
Cstf2,-4.132070848,-0.689257052
Myo6,-4.137734048,2.175720183
Sepw1,-4.142223366,-2.782467812
Itgam,-4.167132343,-2.364580972
Pea15,-4.194062352,-3.094115825
Arid1a,-4.204329257,2.756381368
Crtap,-4.21327644,-3.371683303
Aco1,-4.220312374,0.437621977
Ubn1,-4.227128955,1.343672285
Mpp3,-4.25305528,-0.5319963
Ccdc117,-4.253138094,7.297605496
Tpst1,-4.257694655,0.273939149
Gnai2,-4.274876891,-6.149453067
Krt6b,-4.279572552,1.599739152
Tcfap2b,-4.28113109,0.336493516
Aldob,-4.300316041,0.603695573
Hsdl2,-4.315093513,-1.801935959
Edg6,-4.321265633,-0.312258827
Timp2,-4.322106283,1.462569054
Smarcd2,-4.332778144,0.66324902
Wnt1,-4.333336358,-0.079799795
Gabra6,-4.340949953,0.044001007
Npy,-4.35327732,3.231522647
Dhrs1,-4.374417419,0.144977581
Bcl2,-4.38057576,2.184785435
Xpa,-4.384626056,-1.556211285
Map3k8,-4.389104161,-2.268857697
Crym,-4.393108016,2.640646279
Gpx3,-4.398443121,-8.043262897
Ager,-4.406829808,-6.772524639
Slc1a2,-4.414565032,-2.119483021
Tiam1,-4.417686531,-0.778605268
Pdx1,-4.421046403,-0.849027059
Nr5a2,-4.437388321,0.725046611
Nfkb1,-4.445829611,-2.309277565
Ids,-4.450365299,1.781181522
Prkch,-4.451467449,-4.42519553
Pfkm,-4.455319888,0.278052954
Pcf11,-4.460551212,-1.348173015
Cd97,-4.462748075,-6.95956295
Adam7,-4.473166311,0.030953607
Cd1d1,-4.484486301,-0.089013832
Hoxa5,-4.504800271,-5.19628864
Gria3,-4.505448833,-0.954405612
Cacng1,-4.533231656,-1.261426619
Golga4,-4.533449341,0.142383786
Rgn,-4.534007869,-3.855934974
Nmi,-4.549064679,0.22812153
Gosr2,-4.561691939,1.459687689
Aoc3,-4.583701531,-6.660537987
Ets1,-4.587314485,-1.545796299
Fgf1,-4.58896877,-0.298847197
Cnn3,-4.602255057,-3.476725537
Mfap5,-4.604974267,-0.098259459
Glrb,-4.618242399,2.09338006
Wnt10b,-4.624034716,-1.419136388
Elk3,-4.631380715,-0.187220983
1300018I05Rik,-4.652621201,2.208027464
Gabpa,-4.657551054,1.607029561
Gbp6,-4.667218316,-0.896134705
Atg12,-4.690351843,2.017741212
Sparc,-4.696748499,0.250064515
Yes1,-4.700915804,0.984608083
Pou2f3,-4.705805535,-0.501089486
Taf1b,-4.737169226,-1.612129265
Cd37,-4.776146006,-4.721018041
Adm,-4.780103039,-0.226313343
Rrad,-4.781686961,-2.237283938
Pbx3,-4.787823485,-0.682191344
Mest,-4.801478967,1.326099355
S100a5,-4.807255099,0.551616012
Rdh5,-4.812895255,-0.35189227
Aplp2,-4.825439772,-2.044934047
Zbtb20,-4.840936615,-1.035018684
Ptk6,-4.841585944,8.752768891
Unc5c,-4.842817136,0.016548894
Gabra3,-4.856817992,0.197941651
Ppl,-4.871477018,0.12773813
Grin2b,-4.881176482,-0.298969014
Nisch,-4.918484942,-4.495211386
Ncam2,-4.930852894,0.470257697
Slc30a4,-4.940633826,0.117807879
S100a3,-4.956258662,-2.531910442
Snca,-4.991696327,-0.326654232
Nbeal2,-5.006427215,-3.116629223
Ifit2,-5.034446928,-0.443261732
Dctn6,-5.03651476,-1.635513014
Plxnd1,-5.042302358,-1.226526064
Aebp1,-5.06429952,1.318796926
Coro2b,-5.069048077,-1.20886465
Gstm1,-5.073760793,-1.064500992
Suz12,-5.074991081,1.870182876
Hus1,-5.075466835,0.500911402
Htra1,-5.085571017,0.915644572
Shc3,-5.111498015,-2.714956669
Crip1,-5.113496829,-4.799955175
Tspan7,-5.116840665,-4.745028243
Tat,-5.126428728,0.67291116
Nr1i3,-5.147630835,-0.074560229
Rad50,-5.156381318,-0.864919053
Il1rl1,-5.158159638,-3.556204078
Ly9,-5.169393166,-0.157649036
Aldh1a2,-5.173689602,-1.22109606
C4b,-5.174666131,4.19062731
Dnajc8,-5.18644949,-1.177661536
Crlf3,-5.198996411,0.600338468
Sncg,-5.208202089,1.857351133
Slc27a2,-5.209814889,1.718768257
Myom2,-5.211506627,-2.976045194
St8sia4,-5.213455955,1.794270228
Il9,-5.225788243,-0.085430876
Isgf3g,-5.227608079,-0.156993554
Sit1,-5.233350676,-0.664611302
Snai2,-5.236020759,-0.196749352
Irf8,-5.266030653,-0.017463857
Flt4,-5.267456586,-1.227863472
Hivep1,-5.287537292,-0.473236058
Idh3a,-5.291486627,0.152685226
Smarca2,-5.319724635,-2.505902555
Stil,-5.322897182,3.175335121
Il7r,-5.356152516,-5.044734731
Pfkfb3,-5.376203378,0.515066962
Hp,-5.378798837,0.618132605
Ptrf,-5.383355159,-6.908325929
Fmo3,-5.392645747,-2.431647174
Epha3,-5.393805234,-0.229095391
Actc1,-5.426797889,0.017750897
Pola2,-5.448266796,0.515178888
Gpm6b,-5.449354138,-5.232864892
Gas8,-5.458942984,-1.957758656
Foxf2,-5.459116456,-4.314004929
BC060632,-5.478132263,2.75329647
Jak1,-5.485565355,-4.07035794
Rapgef4,-5.488077487,-1.12815159
Bcl7b,-5.511744672,-1.925715785
Pstpip1,-5.523088448,-0.72816668
Ogdh,-5.523855502,-0.935659272
Pbx1,-5.533755097,-3.712191695
Rgs5,-5.541982204,-1.295749161
Lrp1,-5.561486183,-5.483895976
Col5a1,-5.569122398,-0.488938634
Dlat,-5.61282026,4.94665163
Cldn5,-5.623159591,-6.157209105
Igfbp6,-5.624417109,-1.103122537
Wwtr1,-5.626147656,-4.198573785
Hivep2,-5.640052256,-1.426176956
Stat1,-5.644626882,4.772374512
Ces3,-5.653555158,-5.262455322
Egfr,-5.672684039,2.731444133
45540,-5.676842807,0.798895128
Ggh,-5.714324097,4.667767304
Blmh,-5.725681913,-0.684489645
Rrh,-5.734134555,-0.168343178
Tln1,-5.737402977,-5.719796747
Srgn,-5.742734815,-2.887219622
Pp11r,-5.758393015,-0.088439613
Abcc2,-5.759666655,2.837613415
Pros1,-5.761465588,-5.726018019
Ptpro,-5.7622087,-0.475778022
Gng11,-5.764433992,-6.563538135
Ubadc1,-5.768405332,0.0333148
Thra,-5.771212905,-3.126578479
Arsa,-5.775025703,0.343656126
Il27ra,-5.787794152,1.887773409
Cd34,-5.795339762,-6.112883818
Phtf1,-5.807559097,0.451138503
Timm17b,-5.814366987,0.900513845
Rab28,-5.830643624,-0.221188822
Vegfa,-5.834885717,2.175574285
Trpc6,-5.849089178,-3.045821021
Ccr8,-5.85153927,-0.017049161
Plekhc1,-5.853394765,-6.793970943
Rbm38,-5.885816252,-0.317414237
Ccna2,-5.894522062,5.687063495
Mgp,-5.900913378,-2.118838021
Por,-5.902309397,-1.187377664
Gucy2c,-5.906407011,2.252632317
Idua,-5.914028501,3.987290456
Ghr,-5.919383216,-2.565368188
Car3,-5.922334246,-0.623604549
Cdt1,-5.953736481,2.182756735
Mir16,-5.957915331,-0.490735666
Nfe2,-5.958161208,-1.068501722
Timeless,-5.9594394,3.619350754
Glce,-5.961095184,1.718008058
Pctk1,-5.983122772,7.17317662
Cacna1b,-5.991593651,-0.938945849
Jun,-6.007897505,-1.159531699
Fosb,-6.03517693,-1.872628242
Pnmt,-6.041934403,0.312304845
Tcfap2a,-6.046877279,7.207177201
Cfh,-6.048486377,-4.06493048
Pitpna,-6.049181863,-0.696375255
Jam3,-6.054261476,-4.976201357
Eif4g3,-6.058091002,2.417322607
Abcb1a,-6.060750498,-1.607395782
Tmeff1,-6.099479538,-0.331331557
Ldb2,-6.106672656,-4.541009684
Tle4,-6.109970832,-3.043213893
C3,-6.111009705,-0.928382014
Smad4,-6.124740084,1.31576984
Mapk8ip1,-6.158077528,0.531554056
Si,-6.203600105,0.962143746
Igfbp4,-6.207918142,-3.275269678
Zbtb25,-6.234608264,1.169121049
Map4k4,-6.235766298,0.155228385
Mtap4,-6.24235019,-3.93776274
Slc10a2,-6.247068808,1.995911671
Ctdp1,-6.251238967,-2.342262913
Gnai1,-6.277773457,0.051177872
Gzmm,-6.286760388,-2.14358514
Terf1,-6.288307319,1.857681708
Fmo5,-6.313868233,3.444460725
Gpc3,-6.327571018,-8.755477393
Col1a2,-6.332008659,1.137723805
Sell,-6.338194426,-3.200738729
Phtf2,-6.351360796,2.577042749
Tloc1,-6.35686722,0.449002979
Gfra2,-6.372859368,-2.270112623
Fgr,-6.379487702,-5.580103715
Mkrn1,-6.381502729,0.248186568
Nr5a1,-6.415194106,2.152260917
Ifnar2,-6.427391943,2.824787923
Tcf7l2,-6.436254385,-2.296354494
Igfbp2,-6.474708869,5.708385686
Pip5k2a,-6.476068092,1.266677525
Tspan9,-6.554397654,-1.807436709
Cdr2l,-6.560078198,1.887356415
Zfp105,-6.566400955,-2.105853117
Ccnb2,-6.591980618,2.771578966
Gpr125,-6.617039426,3.666002388
Zic2,-6.622458027,1.00703982
Pscd1,-6.635753451,-3.820088206
Hck,-6.646013956,-7.890304135
Abca1,-6.646550726,-1.279423079
Foxj1,-6.659307067,-0.288796732
Tgfbr3,-6.668756848,-6.369335055
Kcnk3,-6.686673048,-6.226555963
Rgs2,-6.709262737,-2.801080246
Edg2,-6.720769461,0.201633117
Ccl21a,-6.748637913,-1.939067078
Hcfc1,-6.751646047,-0.145548027
Ptpre,-6.764744249,0.385501938
Alas2,-6.812549385,-0.984980946
Epas1,-6.816889854,-5.092757336
Gtf2h1,-6.821484017,0.687325508
Hspb2,-6.829607823,-2.714421315
Vsnl1,-6.848819549,0.561483301
Abcc1,-6.872520067,3.554001503
Capns1,-6.873650511,-7.562065079
Neo1,-6.877231296,-0.996083183
Ednrb,-6.892840874,-6.528801951
Rara,-6.909170053,5.215160832
Rcn2,-6.931487389,4.302574264
Cfd,-6.941954816,-8.12654721
Tek,-6.943121075,-6.315182838
Adipoq,-6.988730594,0.040737492
Car2,-7.011582819,-2.666350819
Rhob,-7.022733327,-0.529682362
Blk,-7.023085063,-0.661250484
Gzmb,-7.026949265,-1.033962434
Tbc1d1,-7.046244157,-3.87615261
Mllt3,-7.079686851,-0.105745264
Tfpi,-7.081340226,-2.76025637
Lum,-7.096778725,-0.669059673
Ckmt2,-7.101916961,1.894121438
Pcbp4,-7.129100959,-2.934755264
Efnb2,-7.139979914,-2.230405169
Nfkbia,-7.140767151,-2.424163558
Evx1,-7.145973593,-0.656097866
Sh2b3,-7.157595023,-4.372820588
Smad6,-7.216462399,-4.336434544
Pftk1,-7.221430635,-2.400234733
Rbp1,-7.224787523,-0.059223321
Yap1,-7.231369669,-1.114897614
Cd7,-7.233461366,3.158245961
Epha5,-7.246262134,0.991089729
Fas,-7.247804449,-3.572750472
Pafah1b1,-7.24786121,-4.203764202
E2f5,-7.248266179,13.06333933
Tnni3,-7.281780868,5.828356358
Crsp2,-7.314222943,-0.272274453
Mbd2,-7.321670714,-1.559895813
Angpt1,-7.324534154,-5.702610783
Adrb2,-7.324858963,-5.774608497
Trfp,-7.332299464,3.102414174
Itk,-7.392698246,-1.524175923
Sema5a,-7.40428943,-2.335610615
Rarres2,-7.426333316,-3.802869533
Ccr4,-7.427191478,-0.579305279
Fhl1,-7.443511319,-8.107419564
Pam,-7.456348314,1.233957359
Rgs14,-7.456868628,1.433383634
Kifap3,-7.458125976,0.416790698
Fbln1,-7.49553907,-5.834714921
Kctd20,-7.516952671,0.808600723
Mep1b,-7.534536717,0.046011681
Slc4a3,-7.543825346,2.785988149
Rras,-7.550464487,-7.122497293
Smad7,-7.555338683,-3.108659589
Idh3b,-7.567119618,-0.849688627
Gria1,-7.59060609,-2.221054971
Pon1,-7.5966012,-0.10161647
Gdf10,-7.623785496,-7.172843389
Prf1,-7.641685663,-1.94240778
Prom1,-7.649187535,3.177577262
Ezh1,-7.651300842,-1.10206391
Ptger2,-7.706821992,-0.507532423
Bnc1,-7.736721038,0.005021256
Ube2a,-7.773150096,0.404456224
Pde8a,-7.776100198,-0.114832962
Mr1,-7.778231013,1.736724136
Gyg,-7.813500542,-2.916004399
Ltbp4,-7.826264359,-4.255404175
Fpgs,-7.827581323,1.167579639
Ptprz1,-7.832752218,0.57487685
Ugp2,-7.835314446,0.440059136
Tekt2,-7.839136428,0.092230059
Acvr2a,-7.854381839,2.32919085
Cstf2t,-7.865346534,0.683383253
Dpt,-7.865603016,-1.848297908
Mgat1,-7.902274915,-1.311136602
Dhcr24,-7.90951276,-4.245535516
Lama4,-7.912933525,-3.536369857
Trim21,-7.913804044,-0.895530278
Pcsk5,-7.920915179,-4.259069947
Slc29a1,-7.922587738,0.290756382
Cnot8,-7.928457116,-0.329980614
Cdkn1c,-8.028708873,-5.764842205
Stat5a,-8.028879972,-5.193858021
Rb1,-8.051562459,-1.00196829
Ankrd1,-8.078453694,-2.250144661
Flt3l,-8.110039598,0.822566614
Slc20a1,-8.126188618,0.602515918
45539,-8.141562285,-3.39407735
Stmn2,-8.143935142,1.381306261
Cdh11,-8.147106182,0.283567221
Nr2f2,-8.155121464,-4.642147286
Cd79a,-8.187057572,4.953793016
Sema3e,-8.229648779,-0.575209006
Stim1,-8.240720926,-1.166573067
Ltbp1,-8.266002971,-0.065098776
Csrp3,-8.284543004,-0.184105652
Dnm1,-8.297077074,-0.791098453
Tmem45a,-8.341525824,-2.160219408
Meox2,-8.393273035,-5.992280153
Slc34a1,-8.400660903,0.226579474
Aqp1,-8.412460061,-5.416803846
Ppy,-8.418440586,-0.065518838
Cav1,-8.42621072,-9.771893169
Lifr,-8.440489161,-0.076508856
4932416N17Rik,-8.457776537,-0.785101155
Loxl1,-8.486577579,1.960472567
Ptges,-8.515787624,2.038329967
Hoxb6,-8.531085565,0.301677992
Mfge8,-8.55257412,0.153160584
Grin1,-8.566612619,0.452132226
Cdr2,-8.567078618,3.696654196
Myl7,-8.56933188,-0.134168045
Pcyt2,-8.572228688,0.10904767
Tspan6,-8.61429259,7.96219519
Krt85,-8.623896557,-0.803001397
Cyp2f2,-8.636442504,-0.95990657
Hoxa7,-8.649970039,1.075237714
Lamb1-1,-8.654464659,-1.667453253
Irf1,-8.669508314,-2.438468132
Lama2,-8.68518874,-4.772603283
Prdm1,-8.726764619,-0.788698603
Myh6,-8.758535543,0.453839816
Trak1,-8.831681315,-2.768774452
Sox1,-8.845603582,0.577202454
Il1b,-8.896264282,-0.699429543
Calcr,-8.89692722,-0.115552711
Srpx,-8.902953338,-4.005265638
Eng,-8.905059818,-7.160359735
Spa17,-8.913165188,-0.238365258
Tgfb1i1,-8.916449055,-5.818343564
Ltb,-8.917170859,-3.681327094
Hbb-b1,-9.003045003,-1.975274107
Stab1,-9.009473246,-2.006967043
Npy1r,-9.025354911,-0.09479814
Ccbp2,-9.067983244,-0.762381269
Olfm1,-9.082718306,-5.45130444
Lyl1,-9.086173375,-4.584985459
Pfdn5,-9.08992273,-5.825810819
Eps15,-9.15158473,-3.55369596
Hgs,-9.160241466,1.369213867
Prkcq,-9.16060155,-3.355988107
Acsl1,-9.188118183,-2.862173144
RP23-136K12.4,-9.209352832,-1.463686539
Unc84a,-9.249437495,-0.428132097
Wt1,-9.25087207,-0.052809893
Ankrd47,-9.286329942,-0.941944629
Zfp131,-9.286958319,1.705485693
Ifitm3,-9.326646251,-4.447187359
Pdlim1,-9.33114296,-5.943327498
Chat,-9.351410555,-0.888545399
Mtmr9,-9.369734799,-5.394360473
Aldh7a1,-9.393020445,2.994047469
Gnas,-9.466432529,3.228071326
Ifi35,-9.483437452,0.169566742
5730494M16Rik,-9.506422476,4.377680033
Snta1,-9.544857189,2.778684078
Tcfe2a,-9.562356627,6.256170819
Icam2,-9.635146055,-9.14789458
Slc7a5,-9.67622093,9.752676571
Postn,-9.680706929,9.70461594
Rap1a,-9.702953678,-4.47619849
Foxk2,-9.758946913,3.890408434
Trdmt1,-9.760669563,0.100576832
Gfpt2,-9.83014103,-0.908728272
Trak2,-9.85490598,-2.939148309
Fgf7,-9.867954443,-3.558589258
Admr,-9.872992606,0.623504086
Cd93,-9.888080255,-3.443054659
Cxcr4,-9.954670406,-0.063714481
Dhx15,-10.01500205,3.399157261
Notch3,-10.05680784,1.328832253
Sash1,-10.08281794,-4.218068237
Oxt,-10.09693725,-0.879187493
Plat,-10.1220547,1.204628726
Atp1a2,-10.16668394,-3.179704779
Crhr1,-10.17775862,0.27028819
Myl9,-10.1972022,-5.91265205
Ptprcap,-10.25294661,5.759551725
Hoxb5,-10.32458584,0.354131843
Cxcl12,-10.40175434,-0.99904685
Pcolce,-10.40290814,0.064878892
Cyp4b1,-10.42801479,-4.478830294
Rcn1,-10.48484562,3.839004913
Ifi203,-10.50762709,0.149975095
Vwf,-10.52474467,-7.062234278
Smo,-10.53556229,-0.567249823
3222402P14Rik,-10.58375853,2.105525459
Ulk2,-10.84052218,-2.303544188
Surf2,-10.84809607,1.708404818
Pgrmc1,-10.9539886,3.109773095
Heph,-10.97414466,0.244799711
Riok3,-10.99276248,0.339644452
Acvr2b,-10.99929808,-1.135240307
Cckar,-11.02395668,0.520775321
Timp3,-11.03714045,-5.546750135
Adrb3,-11.06649723,-0.668724913
6330500D04Rik,-11.06719521,-2.41845583
Kdr,-11.15062684,-1.16757134
Ptgfr,-11.15938968,-1.360132842
Mtcp1,-11.17763438,2.008673186
Vapb,-11.19212326,2.260101517
Sgcb,-11.20430369,-0.059106291
Spib,-11.26654176,-0.563404917
Angptl2,-11.31768737,0.241772459
Sspn,-11.43844631,-2.844426873
Myo1b,-11.442171,-5.99569117
Clec3b,-11.44997833,-6.498565635
Adcy8,-11.46940595,-0.524512007
Snrk,-11.51173806,-5.993976959
Tceb1,-11.60879304,5.324625361
Klf7,-11.66025861,-4.773105012
Slc1a4,-11.66816596,0.843988068
Adam8,-11.67511923,9.701565504
Clcn2,-11.69202507,2.250600492
Tbx2,-11.72319931,-6.13489937
Rnf167,-11.81249155,-3.606655826
Fgl2,-11.84908105,-3.967259793
Wisp2,-11.88751844,-3.085958775
Rps6ka1,-11.89532654,-3.217334326
Cpe,-11.91615789,1.235250229
Birc2,-12.03243267,-2.182318544
Spock2,-12.0416694,-6.480588766
Clip3,-12.07436347,-0.118733006
Cacnb2,-12.07972825,-0.701875098
Ptgis,-12.10236911,-2.284427882
9630050M13Rik,-12.18048632,-2.682953921
Lrpap1,-12.18079653,-1.396713717
Drg1,-12.24010099,3.972318938
Vtn,-12.25748294,0.54748498
Cenpb,-12.26705627,-0.214022247
Zeb1,-12.35169991,-4.801580211
Gata2,-12.37721693,-6.472837448
Cd40,-12.41502899,-0.629863862
2210023G05Rik,-12.420538,0.785895745
Pecam1,-12.42314643,-9.288048933
Kit,-12.42528746,1.063459168
Edg1,-12.43900598,-5.75213205
Ndn,-12.44247423,-3.6524509
Tnfsf10,-12.67669187,-3.215840532
Cdh5,-12.7844348,-6.373412468
Mfhas1,-13.10732919,-0.973589115
Adh7,-13.11183266,1.141934424
Sod3,-13.25535601,-4.240238473
Gas1,-13.28832232,-1.953849891
Ndst1,-13.45798484,-2.619856398
Abp1,-13.52438586,7.0312071
H2afx,-13.54511994,6.685061822
Gadd45b,-13.71094768,-3.24013492
Prkd2,-13.87182297,0.11074468
Tcf21,-13.890297,-9.762012336
Pcdha4,-13.92344333,0.385563801
Macf1,-14.09289172,-2.690605005
Dpep1,-14.11937373,-0.137180991
Ace,-14.24522839,-7.074523989
Flt1,-14.2594865,1.315758811
Vegfc,-14.27740633,-1.651546334
Gprk5,-14.29540078,-8.63192734
Fez2,-14.30276217,-0.489143934
Pkd2,-14.46310272,-2.708557393
Epb4.1l2,-14.56792108,-5.040604912
Ptprb,-14.66045878,-5.485398167
Armcx2,-14.83617225,0.386712938
Tjp1,-14.98677636,0.494318356
Tnfsf12,-15.01742673,-1.367497038
Figf,-15.09835249,-5.670762473
Il6st,-15.46791156,-4.537140876
Lmo2,-15.50504422,-6.002236987
Mdh1,-15.58271781,1.689886326
Ets2,-15.76756286,-2.698379773
Shox2,-15.8863187,0.890138049
Reck,-16.19565249,-5.052972819
Phldb1,-17.04545715,-1.674397679
Acvrl1,-17.79553555,-6.120306587
Reep1,-17.91743419,0.351957768
Slco3a1,-19.22481207,0.285463697
Akap12,-20.186863,-3.963489011
Scgb1a1,-23.12489828,-4.512968908
