protein,0min,5min,15min,30min,60min,120min
IPI00121432.1_Wrap53_27,-0.306746405,0.839328457,1.600330142,-0.585144247,-0.550063488,-0.99770446
IPI00314621.12_Nr2c1_338,-0.480054237,0.14157199,1.756948241,-0.233991663,0.08096279,-1.265437121
IPI00923635.1_Rg9mtd2_21,-0.003782611,0.500812202,0.515488434,-0.40138211,1.132415587,-1.743551503
IPI00128196.2_Mtmr2_74,1.385799782,-0.670077552,-1.329687456,-0.494536379,0.596275644,0.512225961
IPI00468516.3_D6Wsu116e_1067,0.7938383,1.081785048,0.834676659,-0.894436407,-0.743341477,-1.072522122
IPI00314621.12_Nr2c1_330,-0.508638272,0.154964447,1.748803114,-0.22403063,0.093801478,-1.264900137
IPI00227314.2_Zfp609_491,1.384271771,0.519642755,-0.167892645,-0.385451127,-1.60398928,0.253418526
IPI00653910.2_Cic_1644,-0.98769411,0.945616106,1.143666671,0.525988118,-0.481274878,-1.146301907
IPI00341196.3_Gpatch8_1206,0.129731534,1.595152697,-0.82287902,0.648052124,-0.510248288,-1.039809045
IPI00785240.1_Srrm2_2660,-0.981947421,0.362104733,0.700204891,0.567454706,0.876619413,-1.524436321
IPI00317794.5_Ncl_212,1.003418536,-0.314981437,-1.534225685,0.957151047,0.500084258,-0.61144672
IPI00317794.5_Ncl_189,1.003418536,-0.314981437,-1.534225685,0.957151047,0.500084258,-0.61144672
IPI00117039.6_Abl2_632,0.169741343,1.246209681,0.121394281,-1.117914869,0.806581525,-1.22601196
IPI00396802.1_Chd4_524,1.30381622,0.758784325,0.054866278,-1.609872147,-0.233988294,-0.273606381
IPI00409127.5_Wdr62_34,1.139098389,-1.302405331,-1.126148384,0.466738015,0.712779267,0.109938044
IPI00651807.2_Mll2_4999,0.339042174,1.868832849,-0.866017753,-0.293332496,-0.58249204,-0.466032734
IPI00117983.5_Gigyf1_540,0.155958564,1.363626916,0.991954017,-0.696671649,-0.908369182,-0.906498666
IPI00132213.1_1110059E24Rik_146,0.992885001,-0.34444355,-1.553408925,0.945953239,0.521167195,-0.562152961
IPI00132213.1_1110059E24Rik_144,0.992885001,-0.34444355,-1.553408925,0.945953239,0.521167195,-0.562152961
IPI00132213.1_1110059E24Rik_136,0.992885001,-0.34444355,-1.553408925,0.945953239,0.521167195,-0.562152961
IPI00652137.1_Irx3_326,1.148244835,0.624729604,-1.567199541,-0.285543779,-0.572657612,0.652426493
IPI00132610.5_Pih1d1_12,-0.341793047,0.692112505,1.650749709,-0.192776202,-0.963555266,-0.844737698
IPI00117811.3_Ap3d1_870,1.798652769,-0.784437967,0.101830937,-1.035497025,-0.218652628,0.138103914
IPI00344430.2_Scaf1_328,-0.273566269,0.141342794,1.925392234,-0.414892221,-0.494087259,-0.884189279
IPI00229721.3_Poldip3_127,0.128205174,1.88306656,0.046446907,-0.562101737,-0.724644639,-0.770972265
IPI00308784.3_Unk_384,1.611384936,0.561567672,-0.432741065,-0.818566399,-1.095664943,0.1740198
IPI00154004.1_Otub1_18,-0.1630509,1.57977085,0.824433258,-0.467635932,-0.828952317,-0.944564959
IPI00134903.1_Poll_175,0.086841533,-0.54546928,1.965900531,-0.722417435,-0.380787076,-0.404068272
IPI00120886.3_Ybx1_3,0.837890923,1.227830355,-0.393981683,-0.054775762,-1.622381005,0.005417172
IPI00471007.1_Arhgef11_619,0.669794955,-0.030996263,1.068905174,-0.121184482,-1.826373462,0.239854078
IPI00403228.3_Senp7_434,1.029077346,-0.999310294,-0.954450152,1.350967238,0.027099578,-0.453383717
IPI00403228.3_Senp7_435,1.029077346,-0.999310294,-0.954450152,1.350967238,0.027099578,-0.453383717
IPI00127444.1_Kdm4b_510,-0.399384611,1.900323181,0.304602775,-0.421140799,-0.712680497,-0.67172005
IPI00785240.1_Srrm2_288,-0.412265672,0.044819312,1.148914157,-0.413864085,1.094707976,-1.462311688
IPI00311181.1_Klf13_143,0.971489058,0.199069717,-1.706577421,0.390524237,-0.613212078,0.758706486
IPI00153715.5_Prr12_567,-0.194880385,0.210666341,1.097563894,1.007105749,-1.534868118,-0.585587482
IPI00648933.2_Taf12_103,0.903766078,-0.412153228,-1.653605282,1.006492572,0.433986344,-0.278486484
IPI00222868.2_Eif4enif1_586,1.537891329,0.548617498,-0.587848505,-0.680486755,-1.180636205,0.362462638
IPI00858102.1_Atn1_168,0.386830093,0.750363617,-1.704645285,0.410153374,0.85353755,-0.696239349
IPI00123868.2_Phf2_479,1.448402919,0.824941805,-0.963568242,-0.306980417,-1.09135536,0.088559295
IPI00460653.2_Abi2_183,0.972497029,1.499510883,-0.628630375,-1.042101764,-0.442726917,-0.358548855
IPI00785240.1_Srrm2_393,0.599739399,0.76816133,0.529978848,-0.41724196,-1.85815791,0.377520293
IPI00465761.5_Arhgef17_689,0.013006178,-0.166829067,1.926905076,-0.93950975,-0.537068507,-0.296503929
IPI00759858.2_Rbm33_816,1.208508665,1.283579796,-1.044039033,-0.376115841,-0.328688867,-0.74324472
IPI00134718.1_Zfp687_254,0.10058924,-0.376765269,1.816650778,-0.281545227,-0.0480913,-1.210838222
IPI00849284.3_Gcfc1_548,0.032142895,1.94195627,-0.87561648,-0.354834048,-0.200572151,-0.543076487
IPI00459115.2_Mlf1ip_164,-0.27921838,-0.137478886,2.006807652,-0.658736917,-0.401666788,-0.52970668
IPI00108978.4_Zmynd8_678,-0.655361712,1.06453088,1.426834539,-0.286138487,-0.531517433,-1.018347787
IPI00420683.3_Ahdc1_892,0.699820609,0.769463724,0.503258202,0.045347392,-1.910862812,-0.107027115
IPI00753701.3_Mdc1_1129,0.630753807,0.848507331,-1.925172354,0.138376502,0.387711254,-0.08017654
IPI00857376.1_2310008H09Rik_109,0.413295102,1.048849587,-0.762613562,0.778371591,0.112389261,-1.590291979
IPI00115040.1_Bnip3_79,-0.549333948,1.181314451,1.363682444,-0.40626431,-0.708230035,-0.8811686
IPI00117932.3_Sin3a_277,-0.311209833,-0.299863484,2.028535402,-0.454757976,-0.362882568,-0.599821541
IPI00229859.1_Eif3b_45,0.30336038,0.413679636,1.663112962,-0.610909135,-1.012244524,-0.756999319
IPI00354323.5_Med26_435,0.775423641,0.55855783,0.834235838,-1.389267058,-1.150177824,0.371227572
IPI00658313.2_Kidins220_1549,-0.089962967,1.559818455,0.760110773,-1.203795266,-0.565373964,-0.460797031
IPI00653910.2_Cic_1489,-0.946271491,0.349015305,0.741448697,1.43882803,-0.557192863,-1.025827678
IPI00330121.4_Setd5_74,0.462637581,-1.836901183,-0.43806708,0.800370871,0.689327779,0.322632031
IPI00330121.4_Setd5_70,0.462637581,-1.836901183,-0.43806708,0.800370871,0.689327779,0.322632031
IPI00323238.5_Setd1a_1160,0.01722976,1.839865741,0.130939255,-1.075146724,-0.567865163,-0.345022869
IPI00458001.1_Atxn2l_627,-0.436714459,1.843605947,0.380271039,-0.682099514,-0.244351646,-0.860711366
IPI00848818.1_Mtap4_617,0.035176379,1.553006764,0.457007408,-1.490555883,-0.312744693,-0.241889975
IPI00125670.1_Med15_604,0.020938323,1.69195167,-1.37129309,0.265652704,-0.330726396,-0.276523211
IPI00379844.4_Irs2_520,-1.009763927,1.147551881,0.89764562,0.528955017,-0.361311539,-1.203077052
IPI00379844.4_Irs2_524,-1.009763927,1.147551881,0.89764562,0.528955017,-0.361311539,-1.203077052
IPI00379844.4_Irs2_515,-1.041246016,1.134247152,0.882235202,0.510438043,-0.249486399,-1.236187981
IPI00515528.3_Zc3h13_1517,-0.164235966,-0.532644621,-0.723974923,-0.252828691,1.998875839,-0.325191638
IPI00515528.3_Zc3h13_1514,-0.164235966,-0.532644621,-0.723974923,-0.252828691,1.998875839,-0.325191638
IPI00970277.1_Pard3_220,0.713656203,0.455645169,0.93603786,-0.917393093,-1.558259678,0.370313539
IPI00858102.1_Atn1_724,0.91282112,-1.602990826,0.956873095,-0.635715048,-0.139032012,0.508043671
IPI00858102.1_Atn1_731,0.91282112,-1.602990826,0.956873095,-0.635715048,-0.139032012,0.508043671
IPI00858102.1_Atn1_733,0.91282112,-1.602990826,0.956873095,-0.635715048,-0.139032012,0.508043671
IPI00318561.1_Nol7_122,0.417533639,1.297272564,0.261568913,-1.687457639,-0.448663702,0.159746225
IPI00127989.1_Ptges3_124,-0.185359319,1.57523584,-0.017480083,0.595186935,-1.295263006,-0.672320367
IPI00473183.2_Mllt3_430,1.056583463,0.491748186,-1.025531253,0.296758239,-1.450499531,0.630940896
IPI00473183.2_Mllt3_420,1.056583463,0.491748186,-1.025531253,0.296758239,-1.450499531,0.630940896
IPI00473183.2_Mllt3_413,1.056583463,0.491748186,-1.025531253,0.296758239,-1.450499531,0.630940896
IPI00113372.1_Rb1cc1_237,1.068651783,0.406639608,-1.549772726,-0.444114795,-0.433205788,0.951801918
IPI00651807.2_Mll2_4789,0.661900001,-0.196037862,-1.371069378,-0.564523654,1.523815667,-0.054084773
IPI00762209.2_Samd1_406,-0.992646812,0.380231661,1.047080157,1.145049996,-0.462130405,-1.117584597
IPI00312128.3_Trim28_30,0.132334311,1.842267489,-1.104141762,-0.29260742,-0.530621541,-0.047231078
IPI00785240.1_Srrm2_1037,-0.008103886,1.946660865,-0.881867327,-0.229106162,-0.551303513,-0.276279976
IPI00270877.5_Usp14_393,-0.221249017,-0.99820007,1.93730031,-0.256573976,-0.109612912,-0.351664335
IPI00896020.1_Hp1bp3_431,-0.400745472,1.861202148,-0.994069881,0.086933029,0.059878301,-0.613198126
IPI00896020.1_Hp1bp3_430,-0.400745472,1.861202148,-0.994069881,0.086933029,0.059878301,-0.613198126
IPI00762915.3_Brd9_588,0.848397758,-0.222002066,-0.168081364,0.953188096,-1.777653234,0.366150811
IPI00121418.1_Rb1_31,-0.263309089,1.122855593,1.344107666,-1.08614273,-0.730680532,-0.386830908
IPI00118428.3_Dmwd_485,0.793357771,0.653842148,-1.293795904,0.533295593,-1.27849249,0.591792882
IPI00121364.2_Aspscr1_193,-0.718581293,-0.47623034,1.473015367,-0.405134298,1.041954381,-0.915023817
IPI00625055.3_Ssbp4_333,0.168759767,-0.795764442,0.448476994,-1.289279428,1.569869218,-0.102062109
IPI00463909.3_Huwe1_2620,-0.538181901,0.928837476,1.565682328,-0.415656441,-0.905692256,-0.634989206
IPI00762331.2_Cobll1_896,-0.912764824,1.626304251,0.311221076,0.472642829,-0.547907385,-0.949495947
IPI00110172.1_Atf2_247,-1.007619373,0.9471642,1.091035827,0.620099656,-0.551179911,-1.099500399
IPI00556768.1_Thrap3_937,0.721677613,-1.251801875,-1.275618412,0.29717395,0.925703438,0.582865287
IPI00828417.1_Rere_142,-0.890419732,0.928497258,0.886542101,0.882348881,-0.631471845,-1.175496664
IPI00808598.1_Gtf2f1_391,0.872688896,0.730728618,-1.260698248,0.161220039,-1.242454481,0.738515176
IPI00130506.2_Lzts2_311,-0.457568851,0.036642969,1.950819876,-0.824814949,-0.187158268,-0.517920777
IPI00461946.2_Myst1_42,-0.268072445,-0.062664651,1.979234271,-0.764903156,-0.567088611,-0.316505409
IPI00123429.3_Gli3_664,0.358836452,-1.07747681,1.605583929,-1.024289411,-0.123394303,0.260740143
IPI00331076.4_Slk_666,-0.770559792,0.575000994,1.756992995,-0.524802575,-0.221780164,-0.814851457
IPI00750601.1_Usp8_691,1.174484616,0.236643991,-1.250974469,-0.557321126,-0.698682002,1.095848989
IPI00153633.2_Ctage5_529,1.042057846,-0.470628217,0.211324781,-0.218434944,-1.593842681,1.029523214
IPI00462466.6_Setd2_624,0.174495031,-0.672266831,-1.285368842,-0.08704356,1.679761382,0.190422822
IPI00229859.1_Eif3b_111,0.348532882,0.872680016,-1.958087156,0.393926306,-0.014085348,0.3570333
IPI00227299.6_Vim_325,1.063971801,0.222900895,-0.493497672,-1.507054423,-0.367334682,1.081014081
IPI00857253.1_Atrx_665,-0.235953451,-1.01728224,1.934758234,-0.153183606,-0.303774737,-0.2245642
IPI00857253.1_Atrx_663,-0.235953451,-1.01728224,1.934758234,-0.153183606,-0.303774737,-0.2245642
IPI00277028.4_Cobra1_557,0.794983554,0.080807033,-1.772220512,-0.423050088,0.367147539,0.952332473
IPI00153375.1_Pdlim2_138,-0.507967343,0.771108046,-1.523130045,0.59103547,1.126425122,-0.457471249
IPI00857253.1_Atrx_1218,-0.415031904,0.98417416,-1.264630444,1.414550567,-0.345730429,-0.37333195
IPI00227299.6_Vim_83,-0.289212694,1.538055868,0.858656931,-0.981638773,-0.891603673,-0.234257659
IPI00108989.4_Yap1_112,-0.774432611,0.85079242,1.603607264,-0.736486486,-0.229500764,-0.713979822
IPI00137338.4_Zbtb20_432,-0.611086253,1.414316539,1.149945399,-0.759530741,-0.682340959,-0.511303985
IPI00742283.1_Ring1_248,-0.379896851,1.31046413,-1.390602811,1.02273352,-0.269357248,-0.293340739
IPI00857289.1_Wbp7_579,0.433986847,0.683574846,-1.965376874,-0.118355833,0.504571251,0.461599762
IPI00753321.2_Bod1l_2001,-0.621791002,0.246358522,1.933543506,-0.467825772,-0.566011467,-0.524273786
IPI00338053.3_Kdm6a_769,-1.00604539,1.300312859,1.141470428,-0.145870485,-0.379465033,-0.91040238
IPI00420588.3_Szt2_3230,0.510761044,0.796800929,0.448495906,-1.530070393,-0.989473144,0.763485657
IPI00110850.1_Actb_239,0.339359825,0.008980241,1.381817138,-1.046624874,-1.249043359,0.565511029
IPI00409904.1_Trim33_1117,0.153958581,-0.633675304,-1.710979501,0.90830558,0.644326252,0.638064391
IPI00409904.1_Trim33_1120,0.153958581,-0.633675304,-1.710979501,0.90830558,0.644326252,0.638064391
IPI00625430.4_Med12_699,0.297178037,0.999859145,-1.153151311,0.627022707,-1.358054275,0.587145697
IPI00312101.1_Sh3kbp1_10,0.103578315,1.28241866,-0.049578047,-1.333705445,-0.885506626,0.882793143
IPI00848939.1_Tenc1_832,-0.544069074,-1.494391037,0.361980404,1.142201972,0.935121937,-0.400844202
IPI00474486.4_Leo1_230,-0.749606841,1.632068544,-1.077350297,0.629350709,0.031060314,-0.465522429
IPI00474486.4_Leo1_239,-0.749606841,1.632068544,-1.077350297,0.629350709,0.031060314,-0.465522429
IPI00129231.2_Hic1_526,-0.147931789,1.760340236,-1.292174367,0.013066316,-0.4440385,0.110738105
IPI00420248.1_Kdm2b_26,0.719710306,0.568921059,0.183881848,-0.941545568,-1.509883676,0.978916032
IPI00970642.1_Fas_220,-0.076313077,0.91419388,0.874831152,-1.806000212,-0.20545526,0.298743517
IPI00828463.1_Noc2l_682,0.658028139,-0.727975954,-1.446579463,-0.375108547,0.860353403,1.031282422
IPI00280124.5_Grem1_140,1.009266819,-0.495775679,0.18289553,-1.011621096,-0.988915076,1.304149501
IPI00761536.5_Dock5_1799,-0.02095296,-0.469859413,1.730444859,-1.150912668,-0.52175813,0.433038311
IPI00116138.1_Hars2_66,-1.04862944,-0.155566351,1.70676703,0.582190202,-0.408547637,-0.676213805
IPI00849047.1_NA_191,-0.565322803,0.423108623,1.84042934,-0.836414979,-0.577987261,-0.28381292
IPI00222208.2_Hnrnpul2_191,-0.693123325,-1.122397716,0.190315399,1.791564149,-0.087858739,-0.078499767
IPI00469204.2_Nbea_1252,-0.271756887,1.187587835,0.227069898,-1.799489754,0.400767614,0.255821294
IPI00845638.1_Pds5b_1165,-0.197597902,-0.79857535,-0.251924965,1.894334358,-0.803978267,0.157742126
IPI00896013.1_Rfc1_70,0.727973054,-0.744883839,-1.08030529,-0.787052724,0.521743311,1.362525488
IPI00896013.1_Rfc1_68,0.727973054,-0.744883839,-1.08030529,-0.787052724,0.521743311,1.362525488
IPI00337844.4_Ranbp2_2578,0.708238155,-1.139660075,-0.32784732,-0.248742296,-0.618975399,1.626986936
IPI00118018.5_Ehbp1l1_288,-0.229559052,1.805729297,-0.456368012,-0.183749454,-1.177431535,0.241378755
IPI00229328.5_1110037F02Rik_1628,-0.709384096,-0.873216702,1.811026558,-0.327398039,0.463226619,-0.364254341
IPI00828325.1_Pcm1_581,-0.630768546,-0.990553671,1.877721913,-0.300389452,-0.022127191,0.066116947
IPI00828325.1_Pcm1_574,-0.630768546,-0.990553671,1.877721913,-0.300389452,-0.022127191,0.066116947
IPI00121944.3_Bcl7b_122,-0.668452454,-0.068071494,1.96353107,-0.188444048,-0.762453838,-0.276109235
IPI00121335.1_Akt2_451,0.208651018,0.903041112,-0.01179974,-1.773077881,-0.284071312,0.957256803
IPI00922981.1_Rad23a_205,-0.635049033,-0.227711194,2.013421384,-0.509133135,-0.434779399,-0.206748623
IPI00123709.1_Akap12_18,0.068380249,1.624192721,-1.246289398,-0.780659247,-0.096205858,0.430581532
IPI00123709.1_Akap12_22,-0.784650459,1.759822341,0.362542964,-0.091606117,-1.053824849,-0.19228388
IPI00757517.1_Ttc7b_160,-0.168011948,-1.259488165,0.343639522,-1.018961017,1.146706436,0.956115172
IPI00387213.1_Ptpn12_613,-0.288491061,1.831004948,-0.327171995,-0.961280928,-0.627439197,0.373378233
IPI00135656.1_Nufip1_329,0.471757993,-1.098764271,-0.694108582,0.421880618,-0.669775657,1.569009899
IPI00135656.1_Nufip1_331,0.471757993,-1.098764271,-0.694108582,0.421880618,-0.669775657,1.569009899
IPI00135656.1_Nufip1_333,0.471757993,-1.098764271,-0.694108582,0.421880618,-0.669775657,1.569009899
IPI00651807.2_Mll2_2318,-0.336081942,-1.408746871,1.703259859,-0.004212319,0.010215316,0.035565957
IPI00944086.1_Mcrs1_9,-0.559757027,-0.171510402,1.987008798,-0.472800101,-0.690647706,-0.092293561
IPI00224200.1_Iws1_248,0.274610496,0.382285693,-1.390848379,-1.081821281,0.795785041,1.01998843
IPI00621040.1_Eya4_338,0.623339069,0.224031021,-0.190506869,-0.147596509,-1.733400514,1.224133803
IPI00469204.2_Nbea_1257,-0.527763843,0.448959897,1.739471044,-1.106768279,-0.51757656,-0.036322259
IPI00110456.2_3110082I17Rik_52,-0.504873017,-0.43005029,1.971285579,-0.759480405,-0.310270619,0.033388753
IPI00624138.3_H2-D1_353,-0.960981681,1.599002631,0.868643604,-0.510905959,-0.433185425,-0.56257317
IPI00229859.1_Eif3b_90,-0.039100005,1.415928302,-0.58385464,-1.018040922,-0.779373604,1.004440869
IPI00224200.1_Iws1_250,0.10758731,0.419088004,-1.367825635,-1.056396992,0.835800785,1.061746528
IPI00954629.1_D830031N03Rik_604,-1.409434417,1.655002125,-0.439763285,0.044032689,0.259279052,-0.109116165
IPI00830670.2_Ssfa2_738,-0.843160749,0.81171763,1.523230262,-1.112048238,-0.165253339,-0.214485566
IPI00848707.3_Arid1b_1756,-0.441101393,1.12526235,-1.210825262,-0.960557407,0.594393484,0.892828228
IPI00131694.5_Dnmt3a_257,-0.677114122,-1.184305007,1.706542696,-0.251447089,0.404252663,0.002070858
IPI00309309.3_Ell_300,-0.208574622,-1.209598109,-0.095183193,-0.593204927,0.377404029,1.729156822
IPI00330897.1_Topors_99,0.252843198,-0.284135216,-0.531420569,-1.086264953,-0.183825334,1.832802874
IPI00881789.1_Psd3_339,-1.476125395,0.028440947,1.209704933,-0.063651332,0.959306867,-0.657676021
IPI00139383.2_Tbc1d10a_443,0.001026857,1.23367432,-0.444863227,-1.036307511,-0.919798404,1.166267965
IPI00421052.1_Nipbl_305,-0.341351145,-0.077311232,0.949708903,-1.06502034,-0.894633303,1.428607118
IPI00130501.1_8430410K20Rik_101,0.628147177,0.224431625,-0.754856913,-0.757643545,-0.933661064,1.59358272
IPI00396802.1_Chd4_1533,-0.860122939,0.85765,-1.570345421,0.683732737,0.757522992,0.131562631
IPI00652137.1_Irx3_375,0.127325418,-0.584108318,-1.69873393,0.53817929,0.526373325,1.090964216
IPI00652137.1_Irx3_368,0.352936759,-0.640611463,-1.439887261,0.760281294,-0.336705224,1.303985897
IPI00551498.2_Ccdc88a_1677,-1.630153051,-0.335492621,0.337140199,0.668715731,1.257263289,-0.297473547
IPI00453842.4_Tbc1d2b_951,-0.686961802,-0.810417263,1.864127101,-0.591803957,0.010595421,0.214460501
IPI00469437.3_Zfp608_626,-0.524077963,0.857112863,1.315845687,-1.464593885,-0.312635884,0.128349183
IPI00465535.1_Ankrd17_5,-0.836503473,0.226748366,1.806781822,-0.413786215,-0.894827313,0.111586812
IPI00648186.4_Clint1_299,-0.274330608,1.31850053,-0.910501196,-1.288849072,0.457311546,0.6978688
IPI00380722.1_Bat2_1217,-1.404964545,0.243697037,1.060764892,0.816053778,0.32027815,-1.035829312
IPI00816945.2_Rest_848,-1.621298125,0.477458125,0.153675311,1.409166178,-0.057383048,-0.361618442
IPI00760082.2_Crocc_1483,-1.154355593,-0.972180377,1.472950637,0.055129572,0.729710738,-0.131254977
IPI00760082.2_Crocc_1479,-1.154355593,-0.972180377,1.472950637,0.055129572,0.729710738,-0.131254977
IPI00223135.3_Arhgap28_185,0.053509179,-1.182326462,-0.473972259,-0.68229529,0.756370179,1.528714654
IPI00890880.1_Nab2_6,-0.248406384,-1.509602727,1.478817713,-0.444563947,0.281428787,0.442326557
IPI00117689.1_Ptrf_381,-1.513278941,0.273914943,0.673658984,1.358873355,-0.296468687,-0.496699654
IPI00851031.1_NA_899,-1.586335997,0.624562882,0.535018766,0.978699383,0.314383346,-0.866328379
IPI00131694.5_Dnmt3a_239,-0.849929952,-0.905538207,1.801828301,-0.208463119,-0.196832342,0.358935318
IPI00122471.5_Gltscr2_305,-0.65210872,-0.0906837,1.768555894,-0.997458434,-0.485011744,0.456706704
IPI00454104.1_Scrib_1292,-0.41023113,-1.230482861,1.534836598,0.352203985,-0.758581631,0.51225504
IPI00785240.1_Srrm2_823,-0.308556673,0.245829544,-1.378814348,-0.743320613,1.136560953,1.048301138
IPI00752067.2_Ulk1_450,-0.707499203,-0.686917467,0.05845573,-1.004021261,0.796925989,1.543056212
IPI00894941.1_Fbxo2_17,-0.256637487,0.040265639,-0.935717507,-0.197558365,-0.57159999,1.921247711
IPI00673693.1_Zc3h18_106,-1.58494679,-0.015278362,-0.745307661,1.03690564,0.634302486,0.674324687
IPI00116302.3_Eif2s2_67,-1.873144621,-0.048841575,0.891198847,0.167766377,0.815020714,0.048000258
IPI00459443.5_Tnks1bp1_1136,-1.516719276,1.511374015,-0.334731062,0.525762861,-0.162125336,-0.023561202
IPI00648562.1_Med1_1455,-1.035938116,-0.224343701,1.613284554,-1.024009385,0.328615284,0.342391364
IPI00153715.5_Prr12_911,-0.476068699,-0.124338197,1.658297713,-1.063536766,-0.659302736,0.664948685
IPI00153715.5_Prr12_909,-0.476068699,-0.124338197,1.658297713,-1.063536766,-0.659302736,0.664948685
IPI00108989.4_Yap1_48,0.002884842,0.754238332,-0.661411415,-1.607544159,0.39078997,1.121042431
IPI00648562.1_Med1_1465,-0.954522667,-0.447577398,1.590481914,-1.010426586,0.404405298,0.417639438
IPI00223019.2_Apba1_317,-0.119026824,1.083603182,0.15493383,-0.503607724,-1.601076053,0.985173588
IPI00453837.2_Kdm1a_70,0.412475865,-0.636214362,-0.726869077,-0.647702213,-0.249639903,1.847949689
IPI00119627.1_Irs1_265,-1.866569858,0.436228484,0.96621718,0.151400132,0.556503171,-0.243779109
IPI00465535.1_Ankrd17_2040,-1.421073742,1.338601822,0.852189695,0.007627232,-0.671759506,-0.105585501
IPI00347143.2_Wtip_140,-1.886032435,-0.06927069,0.669765401,0.30780989,0.945358575,0.032369259
IPI00131694.5_Dnmt3a_251,-0.656570197,-1.522198775,1.33610972,-0.106890812,0.427929672,0.521620392
IPI00923656.1_Baz1b_706,-2.025973259,0.500361874,0.384392235,0.268522297,0.287336956,0.585359897
IPI00284444.5_Cdc5l_396,-0.735941197,0.374698036,1.464661096,-1.250461587,-0.473421825,0.620465476
IPI00284444.5_Cdc5l_385,-0.735941197,0.374698036,1.464661096,-1.250461587,-0.473421825,0.620465476
IPI00720036.1_Mprip_295,-1.210788626,0.855234146,1.415880728,-0.01795946,-0.164630159,-0.877736629
IPI00848818.1_Mtap4_658,-1.607832514,-0.278019315,0.061549019,-0.290970365,0.980378799,1.134894376
IPI00453824.4_Zfp295_1011,0.087052459,0.26831198,-0.346922875,-0.668604744,-1.107822276,1.767985455
IPI00117932.3_Sin3a_284,-1.202313392,1.1441463,1.075543091,0.298215416,-0.398704998,-0.916886417
IPI00460042.4_Ralgapa1_860,-1.712612489,-0.275584253,0.852654267,0.059998007,1.121722048,-0.046177581
IPI00957108.1_Asxl2_143,-1.344544924,1.050019903,1.230342149,0.097202555,-0.644771638,-0.388248045
IPI00330497.4_Kank2_532,-1.53398992,0.987572739,0.806559781,0.710143931,-0.333479239,-0.636807292
IPI00331654.1_Paf1_456,-1.098181232,-0.192684334,-0.988067139,1.523580067,0.082702564,0.672650074
IPI00331654.1_Paf1_460,-1.098181232,-0.192684334,-0.988067139,1.523580067,0.082702564,0.672650074
IPI00331654.1_Paf1_466,-1.098181232,-0.192684334,-0.988067139,1.523580067,0.082702564,0.672650074
IPI00380722.1_Bat2_377,-0.882869475,-1.00733181,1.452310594,-0.652626145,0.350215241,0.740301595
IPI00331708.3_Mkl1_724,-1.783327631,0.861408146,0.874115699,0.048560719,0.394135084,-0.394892017
IPI00229538.3_Gtf2i_286,-1.420304045,0.980998892,0.52360853,1.020937071,-0.336841431,-0.768399017
IPI00475055.3_Zfhx3_2237,-0.827614466,-0.640084227,1.506908592,-0.95221904,0.062132268,0.850876874
IPI00131130.1_Trim24_668,-0.659961079,0.176632974,1.72818051,-0.610985061,-1.014231184,0.38036384
IPI00314755.5_Hn1_131,-1.326728395,-0.235699671,1.278165086,0.932438161,0.161208706,-0.809383886
IPI00311611.3_Sos1_1196,-1.263957604,0.294983266,1.390540019,-0.921851249,-0.200879363,0.70116493
IPI00117689.1_Ptrf_169,-0.815525478,0.348132493,1.388767015,-0.826334561,-0.941304687,0.846265218
IPI00652952.4_Mast3_372,-1.34684155,-0.714385448,1.415396523,-0.280690117,0.176627423,0.74989317
IPI00338515.4_Rprd1b_134,-1.228298221,-0.546362742,-0.758566106,0.409628608,1.373823181,0.74977528
IPI00229801.5_Trp53bp1_1099,-0.435431306,-0.566824991,0.124615777,-0.607634001,-0.482381236,1.967655757
IPI00957108.1_Asxl2_150,-1.39714784,1.101368525,1.028176854,0.379051954,-0.646491676,-0.464957817
IPI00223135.3_Arhgap28_188,0.235436692,-0.131707191,-1.834171851,0.056743803,0.554729507,1.118969041
IPI00330591.1_Csda_37,-1.559278825,0.301873143,-0.393202327,1.107617213,0.960218379,-0.417227583
IPI00666889.3_Atad2b_16,0.021511126,0.018962701,-1.896055038,0.208143513,0.780108211,0.867329487
IPI00409960.1_Chka_71,-1.308034829,-1.169120132,0.163946569,0.629597655,0.639742557,1.04386818
IPI00263016.4_Wiz_1050,-1.347302696,0.476892217,1.281003939,0.726110205,-0.300868633,-0.835835033
IPI00357145.5_Irf2bp2_387,0.537689886,-0.59233171,0.435853638,0.029200491,-1.63436544,1.223953135
IPI00828349.1_Aff1_199,0.323166767,-0.284727288,0.177138384,-0.22452056,-1.533817658,1.542760355
IPI00828349.1_Aff1_205,0.323166767,-0.284727288,0.177138384,-0.22452056,-1.533817658,1.542760355
IPI00896710.1_Erbb2ip_1171,-1.672722829,0.169607282,-0.668582995,1.020534454,0.680816386,0.470347703
IPI00380736.1_Zfp516_116,-1.122937382,-0.755836667,-0.339434912,1.568034625,0.762357445,-0.112183109
IPI00720036.1_Mprip_364,-1.515830045,0.51799734,1.294073633,0.396604983,0.079016946,-0.771862858
IPI00116968.1_Ncoa2_565,-1.919534849,0.43414232,0.275956051,0.962895599,0.339135595,-0.092594716
IPI00656285.2_Foxk1_199,-1.69868609,0.319878964,0.601045903,0.127273195,1.16878448,-0.518296451
IPI00123868.2_Phf2_536,-1.42071529,-0.969046659,0.344379927,0.179742211,1.207870709,0.657769102
